Date, PostFinance:Acc CHF, Acc USD, Savings, E-asset, IBKR:EPAM, IBKR:VGT, IBKR:VOO, IBKR:VT, IBKR:VWO, IBKR:CHF, IBKR:USD, Hedera:0.0.4601352, Hedera:0.0.5007959, Hedera:0.0.10060230, UBS:Rent, FinPension:Vested Benefits, TrueWealth:3a+untied, SwissBorg:HBAR, SwissBorg:CHF, SwissBorg:USD, Revolut:CHF, Revolut:USD, Wise:CHF, willbe:CHF, willbe:USD
07/02/2026, 2'475, 211'212,1'001,74'798,25, 65, 45, 180, 140,170,1'247,654'256,993'122,589'091,6'605,50'699,6'847,10'070,57,9,11,4,74,232,85
